New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Wed Apr 17 21:55:20 2019
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_MS2	Total_MS3	Unique_MS2	Unique_MS3	Corrected_MS2	Corrected_MS3	PSMs_Used_MS2	TotInt_126C_MS2	TotInt_127N_MS2	TotInt_127C_MS2	TotInt_128N_MS2	TotInt_128C_MS2	TotInt_129N_MS2	TotInt_129C_MS2	TotInt_130N_MS2	TotInt_130C_MS2	TotInt_131N_MS2	TotInt_131C_MS2	PSMs_Used_MS3	TotInt_126C_MS3	TotInt_127N_MS3	TotInt_127C_MS3	TotInt_128N_MS3	TotInt_128C_MS3	TotInt_129N_MS3	TotInt_129C_MS3	TotInt_130N_MS3	TotInt_130C_MS3	TotInt_131N_MS3	TotInt_131C_MS3
1177	1	sp|P0AGG0|THIL_ECOLI	 	 	 	 	25.8	325	35070	Thiamine-monophosphate kinase OS=Escherichia coli (strain K12) OX=83333 GN=thiL PE=1 SV=1	20	20	1.000	11	9	11	9	11.000	9.000	11	286050.010742	321503.12695299997	241640.866698	291262.47631900007	349819.86572500004	280736.746093	319121.17382900004	346678.420897	277666.117918	252435.74462800001	5938.7764879999995	9	117895.95007400001	156361.35217199998	108693.16650400001	130738.58312899999	174204.485107	117472.468994	151473.41430499998	147313.211913	132472.985473	115508.286927	850.556701
1178	1	sp|P0AGG2|TESB_ECOLI	 	 	 	 	44.1	286	31966	Acyl-CoA thioesterase 2 OS=Escherichia coli (strain K12) OX=83333 GN=tesB PE=1 SV=2	36	36	1.000	19	17	19	17	19.000	17.000	19	505595.6939080001	617672.8996580001	511853.06176599994	611834.122558	709634.887941	550704.646486	624637.1318380001	642549.2382809999	571753.093444	530170.217772	6539.2650459999995	17	434576.4042970001	539838.223815	413011.816161	513339.986695	602793.4813229999	456775.626465	543997.843019	544518.1342770001	512511.51147499995	464745.17883299995	3039.601136
1179	1	sp|P0AGG4|THIO2_ECOLI	 	 	 	 	54.0	139	15555	Thioredoxin 2 OS=Escherichia coli (strain K12) OX=83333 GN=trxC PE=1 SV=1	15	15	1.000	7	8	7	8	7.000	8.000	7	134260.70166	172549.06347800003	126773.88793999999	145153.231444	206174.872558	134509.906981	166421.287599	157306.812989	150976.41333	117264.24170000001	4693.7099610000005	8	139332.20202800003	168876.85205099997	134394.69751	146007.758058	208299.708494	154011.86132899998	171113.523194	173251.68945399998	158252.01452699996	132181.455323	3550.082519
1180	1	sp|P0AGG8|TLDD_ECOLI	 	 	 	 	31.4	481	51363	Metalloprotease TldD OS=Escherichia coli (strain K12) OX=83333 GN=tldD PE=1 SV=1	25	25	1.000	13	12	13	12	13.000	12.000	13	283237.009766	360104.72607599996	274757.459473	348937.40381	424397.51269600005	301254.603027	354572.13379100006	344468.77295	326390.77295	312209.549804	1449.614502	12	90486.81665099999	111170.31909	88534.968385	111817.68969900001	131114.02832	105486.126463	120205.23803900002	115585.51465	115727.52514700001	93245.27050900001	2248.9794920000004
1181	1	sp|P0AGI8|TRKA_ECOLI	 	 	 	 	29.5	458	50367	Trk system potassium uptake protein TrkA OS=Escherichia coli (strain K12) OX=83333 GN=trkA PE=1 SV=1	33	33	1.000	18	15	18	15	18.000	15.000	18	717872.159667	721611.239501	667140.3391110001	814162.6093760001	842870.8271470001	737172.4528799999	832360.0292960001	819484.063233	732866.6694329998	766847.6369640002	17653.691466999997	15	426152.82202200004	401826.90100099996	399137.98242200003	484939.18811000005	507922.59106299997	425959.73755	505692.086672	496023.457763	419078.762576	456142.076049	5204.645019
1182	1	sp|P0AGJ2|TRMH_ECOLI	 	 	 	 	29.3	229	25343	tRNA (guanosine(18)-2'-O)-methyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=trmH PE=1 SV=1	15	15	1.000	9	6	9	6	9.000	6.000	9	190130.09484900002	200023.939698	165428.593019	223465.59179799998	213944.404541	201079.513916	224443.266845	222034.57299899997	188601.66992100002	192181.26538	2974.962234	6	97950.064454	100654.831544	73795.40405299999	118661.10400299999	92448.37475599999	112900.742432	122590.840089	103763.473145	93804.485228	93159.906615	3204.122132
1183	1	sp|P0AGJ5|YFIF_ECOLI	 	 	 	 	53.3	345	37784	Uncharacterized tRNA/rRNA methyltransferase YfiF OS=Escherichia coli (strain K12) OX=83333 GN=yfiF PE=1 SV=1	48	48	1.000	28	20	28	20	28.000	20.000	28	1206663.552003	1134424.4768069999	1259646.8774390002	1319215.0378410001	1396119.3767129995	1262959.5507820002	1375687.3479020002	1385942.6105960002	1300125.417723	1348501.3007809997	37922.167022	20	930633.9255370001	887331.2913200001	935793.536257	967387.4338379999	996041.4566639999	505567.13763300003	1068951.246337	979155.7523200002	941045.048585	957161.416322	3018.6495359999994
1184	1	sp|P0AGJ7|TRML_ECOLI	 	 	 	 	22.9	157	17726	tRNA (cytidine(34)-2'-O)-methyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=trmL PE=1 SV=1	7	7	1.000	3	4	3	4	3.000	4.000	3	63112.254883999994	77296.181641	57687.89746000001	72321.618164	82571.21191499999	72269.071289	76944.21777300001	77310.009765	67899.533203	68514.938477	1777.58374	4	17428.047607	23411.027710000002	20175.828735000003	23051.765991	36463.468262	20296.583863	22270.525146	20067.704895000003	21263.472289999998	23201.465455	150.0
1185	1	sp|P0AGJ9|SYY_ECOLI	 	 	 	 	54.5	424	47526	Tyrosine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=tyrS PE=1 SV=2	69	69	1.000	41	28	41	28	41.000	28.000	41	1805885.4736339997	1918213.8664270001	1746706.81079	2232150.044314	2277895.21759	1751809.5744649996	2264679.00244	2165135.6316519994	2007829.560489	2128567.054138	48757.64015	28	1521880.028563	1498543.874818	1413547.7211900002	1673900.689088	1782572.3143330002	1000085.5322289998	1845082.1340629996	1681235.897584	1546112.616089	1544761.592896	16476.436981
1186	1	sp|P0AGK4|YHBY_ECOLI	 	 	 	 	40.2	97	10784	RNA-binding protein YhbY OS=Escherichia coli (strain K12) OX=83333 GN=yhbY PE=1 SV=1	11	11	1.000	6	5	6	5	6.000	5.000	6	495972.180176	530469.2377919999	538107.1923829999	579175.708007	626049.913085	561334.7548829999	631161.945312	608096.624023	573978.815429	527404.883789	759.958984	5	432659.387207	442351.745605	458803.14502	477333.404297	510159.81933599996	459167.042969	529368.327148	526486.5996099999	485753.482911	464666.763672	3070.818176
1187	1	sp|P0AGK8|ISCR_ECOLI	 	 	 	 	48.1	162	17336	HTH-type transcriptional regulator IscR OS=Escherichia coli (strain K12) OX=83333 GN=iscR PE=1 SV=1	14	14	1.000	7	7	7	7	7.000	7.000	7	488444.546509	319088.40149	309977.807984	305067.634399	355526.27905300003	315836.961181	332620.409302	427592.26123	288484.671752	309865.875245	6894.32373	7	298557.224122	312785.436524	286092.855226	325213.728515	374856.125977	310048.664063	352821.670411	353454.97265700006	329183.07617099996	329158.936524	7158.022583
1188	1	sp|P0AGL7|RSME_ECOLI	 	 	 	 	42.4	243	26978	Ribosomal RNA small subunit methyltransferase E OS=Escherichia coli (strain K12) OX=83333 GN=rsmE PE=1 SV=1	17	17	1.000	10	7	10	7	10.000	7.000	10	384970.860352	429943.149414	360526.3808589999	451463.852661	500489.80932700005	400278.280029	469203.892518	495716.7910159999	417293.16382	380848.516114	2362.154602	7	67612.458131	69856.00708	64548.999144999994	80685.115539	96296.584107	74631.57434	91498.97058	87134.52551299999	70824.229095	61810.218506	150.0
1189	1	sp|P0C018|RL18_ECOLI	 	 	 	 	62.4	117	12769	50S ribosomal protein L18 OS=Escherichia coli (strain K12) OX=83333 GN=rplR PE=1 SV=1	68	68	1.000	34	34	34	34	34.000	34.000	34	12302756.421143996	10921659.219726002	12396742.278077997	12249559.904784001	12896423.365722999	12998234.194093999	13663418.013182001	12753868.475583004	12399451.024170004	14054653.833984004	246684.72042899998	34	8855042.12207	8060474.356932999	9048812.979493998	9001548.454344999	9331728.100342	8766896.567866001	9617328.218505	9599311.089600999	9061627.913573	9337651.082032999	159304.182498
1190	1	sp|P0C037|PPNP_ECOLI	 	 	 	 	23.4	94	10234	Pyrimidine/purine nucleoside phosphorylase OS=Escherichia coli (strain K12) OX=83333 GN=ppnP PE=1 SV=1	9	9	1.000	5	4	5	4	5.000	4.000	5	48964.08959999999	81015.75927699999	55890.171631000005	71290.736328	80359.589844	59933.974122	68815.72998	64132.29834000001	98635.493653	63022.942872	1162.030976	4	15534.45195	26423.059204	16333.825623	21061.455627000003	27560.85022	18865.814758	19741.798889	20670.043457	24447.956176	24726.576171999997	150.0
1191	1	sp|P0C054|IBPA_ECOLI	 	 	 	 	40.9	137	15774	Small heat shock protein IbpA OS=Escherichia coli (strain K12) OX=83333 GN=ibpA PE=1 SV=1	7	7	1.000	3	4	3	4	3.000	4.000	3	298030.351807	382056.219604	336634.425782	343113.078003	477430.919433	355679.164306	356821.904175	374140.405517	326452.200928	341261.492798	9224.99353	4	93837.429199	117073.321289	110495.044434	130835.57275400002	138332.080567	121765.725097	147184.68603399998	126259.35986299999	127401.49828999999	123823.38720699999	9397.281662
1192	1	sp|P0C058|IBPB_ECOLI	 	 	 	 	33.1	142	16093	Small heat shock protein IbpB OS=Escherichia coli (strain K12) OX=83333 GN=ibpB PE=1 SV=1	8	8	1.000	6	2	6	2	6.000	2.000	6	135119.449463	167103.50488300002	136194.39062400002	159273.475586	220842.88183499998	142763.293946	179479.555664	162140.528808	160759.643554	142813.42627	1717.1082159999999	2	7463.021729	12188.290283000002	9274.456299000001	11666.201659999999	14672.712403000001	10878.006103	11437.409668	11393.356201	10523.156493999999	10183.572753999999	150.0
1193	1	sp|P0C077|RELE_ECOLI	 	 	 	 	37.9	95	11225	mRNA interferase toxin RelE OS=Escherichia coli (strain K12) OX=83333 GN=relE PE=1 SV=1	11	11	1.000	7	4	7	4	7.000	4.000	7	149383.17675800002	153330.851563	153753.640625	171512.13769499998	175728.499022	156494.617188	174161.05175900002	169813.19628899998	147933.712891	166862.175782	4813.30542	4	93187.295899	91999.42773499999	105301.739258	109486.111329	118735.851562	96800.368164	114842.433593	110791.847656	102364.785156	109229.839844	1135.9021599999999
1194	1	sp|P0C093|SLMA_ECOLI	 	 	 	 	43.4	198	22836	Nucleoid occlusion factor SlmA OS=Escherichia coli (strain K12) OX=83333 GN=slmA PE=1 SV=1	17	17	1.000	10	7	10	7	10.000	7.000	10	177919.50879	169843.822754	173973.33130000002	192187.56567500002	225900.704102	188880.858398	211133.42089799998	210527.79003899998	178751.50146499998	195671.119628	2205.883728	7	114002.610352	116492.62176499999	111666.97033699998	130577.705323	136466.960449	124685.35351700001	148564.311645	136477.559327	129185.47747900001	137469.117432	978.319092
1195	1	sp|P0C0K3|SRKA_ECOLI	 	 	 	 	38.1	328	38120	Stress response kinase A OS=Escherichia coli (strain K12) OX=83333 GN=srkA PE=1 SV=1	23	23	1.000	13	10	13	10	13.000	10.000	13	111001.825197	137252.01025399996	104741.273926	143660.91992299998	164793.36133	113698.46289000001	152865.98632800003	171052.750975	133727.898437	142315.42187299998	1143.667877	10	102272.32080300001	116641.85119699998	97168.717776	122856.222656	140596.68164	104074.709473	131844.165773	125878.988524	112334.850097	113656.341553	2226.720184
1196	1	sp|P0C0L2|OSMC_ECOLI	 	 	 	 	57.3	143	15088	Peroxiredoxin OsmC OS=Escherichia coli (strain K12) OX=83333 GN=osmC PE=1 SV=2	34	34	1.000	22	12	22	12	22.000	12.000	22	618003.5053709999	910399.4511129999	661801.4017339998	796164.5686030001	1076152.266479	786608.7760010001	828185.054687	820307.1628429999	805472.599119	671668.36328	11813.258363	12	1020570.6142569999	1406784.742432	1063865.218018	1293117.2728280001	1586648.667968	1187979.435669	1187122.086182	1268025.5068360001	1147529.494628	1131299.25232	7593.512573000001
1197	1	sp|P0C0L7|PROP_ECOLI	 	 	 	 	10.8	500	54845	Proline/betaine transporter OS=Escherichia coli (strain K12) OX=83333 GN=proP PE=1 SV=1	10	10	1.000	6	4	6	4	6.000	4.000	6	163072.843751	157912.046875	172193.081056	178469.106445	196349.44336	200112.71581999998	209980.488281	193468.451171	170766.030274	180218.548828	1693.565124	4	73876.725342	71433.940917	74169.85278500001	84956.41479499999	80244.959229	76842.379882	83401.647462	90122.22412	73139.463134	85538.67749	3002.340026
1198	1	sp|P0C0R7|RLME_ECOLI	 	 	 	 	38.3	209	23335	Ribosomal RNA large subunit methyltransferase E OS=Escherichia coli (strain K12) OX=83333 GN=rlmE PE=1 SV=1	24	24	1.000	14	10	14	10	14.000	10.000	14	538687.661378	504327.94287200004	538295.245362	568720.24707	586696.2570819999	543062.5307619999	610663.409423	596218.6342770002	545681.4638670001	562294.200196	3904.365539	10	414076.806396	379104.211425	398571.245604	420382.25683599996	445506.54028300004	390419.029786	456331.297365	445644.193116	403539.629884	443306.036378	816.2344360000001
1199	1	sp|P0C0S1|MSCS_ECOLI	 	 	 	 	31.1	286	30896	Small-conductance mechanosensitive channel OS=Escherichia coli (strain K12) OX=83333 GN=mscS PE=1 SV=1	17	17	1.000	13	4	13	4	13.000	4.000	13	341535.84301899996	342420.391601	328273.72583	395953.873047	412680.13549899997	340991.95752	425415.36718899995	396990.80957099993	389913.439453	367593.131225	7544.62085	4	35764.780761	34765.127196999994	33216.290406	38291.685057999995	44603.36279300001	35799.946777000005	41763.113768999996	44083.299805	40537.065918	44282.225586	150.0
1200	1	sp|P0C0T5|MEPA_ECOLI	 	 	 	 	15.3	274	30136	Penicillin-insensitive murein endopeptidase OS=Escherichia coli (strain K12) OX=83333 GN=mepA PE=1 SV=1	6	6	1.000	2	4	2	4	2.000	4.000	2	53144.749511	53971.250489	51370.670411	63349.92187599999	70986.21386700001	63838.378417	62707.98242199999	68448.519531	56399.456543	61747.19336	3982.3535159999997	4	28101.399322	26812.647461000004	27945.879822	33064.338745	34431.829834	29416.41809	34491.118897	33229.082154	29109.599731000002	29513.615966999998	150.0
1201	1	sp|P0C0U4|RIMK_ECOLI	 	 	 	 	23.0	300	32436	Ribosomal protein S6--L-glutamate ligase OS=Escherichia coli (strain K12) OX=83333 GN=rimK PE=1 SV=1	15	15	1.000	8	7	8	7	8.000	7.000	8	160797.430665	163701.425292	160003.278809	211727.108154	190517.525391	184222.789551	190448.58252	194282.16015599997	166675.828614	187055.50585999998	2386.72879	7	151623.786621	159814.79199199998	153843.362305	215622.251465	286183.06542999996	169188.271973	198195.81323300002	204695.849609	156644.02539000002	190541.890625	5283.713013
1202	1	sp|P0C0V0|DEGP_ECOLI	 	 	 	 	62.7	474	49354	Periplasmic serine endoprotease DegP OS=Escherichia coli (strain K12) OX=83333 GN=degP PE=1 SV=1	220	220	1.000	133	87	133	87	133.000	87.000	133	7764878.542357997	8367028.216920002	8176986.360595002	9294014.819702	9631372.406860998	8269999.354613002	10103235.832522	9469654.466187	9159894.957281997	8442915.356079003	165826.876833	87	7416619.417850003	7583734.043884997	7274583.632936	8245168.433414006	9123194.638797002	7250468.215456	9101613.697878005	9054314.122316001	8099261.786130001	7649271.250733	224119.40389899997
1203	1	sp|P0C7L2|PAAJ_ECOLI	 	 	 	 	20.0	401	42276	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase OS=Escherichia coli (strain K12) OX=83333 GN=paaJ PE=1 SV=1	10	10	1.000	6	4	6	4	6.000	4.000	6	62680.67114300001	52905.789307	61626.30639800001	92895.42871100002	68518.409669	73936.032472	74428.83202999999	65381.237792	61072.14062399999	74939.188965	664.963425	4	25410.430419000004	30085.082764	21648.715332	31736.355468	31861.077638	24082.643555000002	31757.744873	29853.009521	29584.384276999997	29680.644286000002	150.0
1204	1	sp|P0C8J6|GATY_ECOLI	 	 	 	 	57.0	284	30812	D-tagatose-1,6-bisphosphate aldolase subunit GatY OS=Escherichia coli (strain K12) OX=83333 GN=gatY PE=1 SV=1	233	233	1.000	126	107	126	107	126.000	107.000	126	25068538.537108	28450987.697996996	24127015.926877998	30123248.55542	34833514.85815601	25497919.566406995	28542077.052980002	31589944.08935101	27278237.197268013	26329410.299315996	775288.4595319999	107	14823637.91833699	16487925.825804997	13935692.305784993	17059828.267949	20379527.881590992	14351475.967896	16553914.820802007	17699197.239381	15545508.611327996	15056501.023069996	65578.17034699999
1205	1	sp|P0C8J8|GATZ_ECOLI	 	 	 	 	43.1	420	47108	D-tagatose-1,6-bisphosphate aldolase subunit GatZ OS=Escherichia coli (strain K12) OX=83333 GN=gatZ PE=1 SV=1	31	31	1.000	16	15	16	15	16.000	15.000	16	241997.18103000004	262171.389893	227741.43444699998	306979.83398600004	404063.95361300005	237953.96789600002	353955.54345900007	290642.96594300005	267758.42321900005	286264.04480000003	5988.3622749999995	15	174164.862487	194742.95391900002	177939.304445	224013.38030900003	320091.2307130001	171494.150285	243612.641724	214238.749878	185883.85992499997	202181.54028399996	6562.978149
1206	1	sp|P0CB39|EPTC_ECOLI	 	 	 	 	13.0	577	66609	Phosphoethanolamine transferase EptC OS=Escherichia coli (strain K12) OX=83333 GN=eptC PE=1 SV=1	8	8	1.000	2	6	2	6	2.000	6.000	2	34637.457031	35284.085936999996	30747.723633	36634.052735000005	41286.476561999996	34077.839844	42080.974609	41455.568359	41446.861328	37241.240235	876.722534	6	669001.5877379999	623138.343383	538562.0272220001	736290.2944939999	783507.398773	581593.186707	717652.8464670001	741595.015014	603996.702515	604192.320312	20020.679321
1207	1	sp|P0CE47|EFTU1_ECOLI (+1)	sp|P0CE47|EFTU1_ECOLI&sp|P0CE48|EFTU2_ECOLI	 	 	 	93.7	394	43283	Elongation factor Tu 1 OS=Escherichia coli (strain K12) OX=83333 GN=tufA PE=1 SV=1	1060	1060	1.000	562	498	562	498	562.000	498.000	562	113776543.32281995	126049809.95875217	104250563.707424	132811820.73362094	147843328.47431394	112343546.39923598	133409185.35297509	137281755.17786005	120248791.17038187	117151126.42492707	1303288.1761639998	498	75538431.00982293	82548670.26687494	71970463.83257198	87906460.15395793	98317862.72928408	74825628.59116104	90119035.06275195	92819194.18682997	82877220.67030594	79829791.71704608	1311080.9391750002
1208	1	sp|P0CF66|INSE1_ECOLI (+4)	sp|P0CF66|INSE1_ECOLI&sp|P0CF67|INSE2_ECOLI&sp|P0CF68|INSE3_ECOLI&sp|P0CF69|INSE4_ECOLI&sp|P0CF70|INSE5_ECOLI	 	 	 	15.2	99	11543	Transposase InsE for insertion sequence IS3A OS=Escherichia coli (strain K12) OX=83333 GN=insE1 PE=3 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	2	43046.000976999996	44290.759766	45938.856446000005	48190.052734	50728.578125	45946.708007999994	49933.624023	48790.137695	49140.988281	48514.960936999996	1632.326812	1	4664.068848	5623.205566	6542.878418	6045.929199	7282.941406	6635.983886999999	6516.814941	6616.131836	5336.141113000001	6029.29541	233.524857
1209	1	sp|P0CF91|INSL1_ECOLI (+2)	sp|P0CF91|INSL1_ECOLI&sp|P0CF92|INSL2_ECOLI&sp|P0CF93|INSL3_ECOLI	 	 	 	3.8	370	40908	Putative transposase InsL for insertion sequence element IS186A OS=Escherichia coli (strain K12) OX=83333 GN=insL1 PE=3 SV=1	3	3	1.000	1	2	1	2	1.000	2.000	1	10397.613281	8671.479492	10056.729492	13280.225586	13809.841797	12045.59375	13784.939453	12795.826172	12510.946289	12633.759766	209.3302	2	12574.481201	10146.186035	13384.004883	14490.857909999999	15544.88794	16350.721924	16890.70459	16661.352050999998	15483.533691	16157.433106	567.87323
1210	1	sp|P0CG19|RNPH_ECOLI	 	 	 	 	31.6	228	24425	Truncated inactive ribonuclease PH OS=Escherichia coli (strain K12) OX=83333 GN=rph PE=1 SV=1	18	18	1.000	11	7	11	7	11.000	7.000	11	323134.51562500006	309268.3686529999	319631.93115300004	351695.1508799999	370732.47070199996	316587.342284	375894.214356	383742.853027	352718.825685	343968.90136699995	1750.2572020000002	7	286332.286622	300415.054932	298521.462525	322960.97472999996	350352.841065	295130.141358	343590.5614	356917.587159	336506.13793900004	320128.149169	10181.081177
1211	1	sp|P0DM85|CRFC_ECOLI	 	 	 	 	2.3	742	84370	Clamp-binding protein CrfC OS=Escherichia coli (strain K12) OX=83333 GN=crfC PE=1 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	2	83798.694336	89047.89502	84108.685547	98195.458008	102047.490234	88596.13037099999	96768.758301	93839.700684	79487.89624100001	89072.02124100001	1781.5407710000002	1	1545.483276	1598.355957	1236.969971	1566.622681	2142.182861	1143.2089839999999	1309.297485	1781.379395	1677.893311	1507.6914060000001	150.0
1212	1	sp|P0DMC5|RCSC_ECOLI	 	 	 	 	11.8	949	106505	Sensor histidine kinase RcsC OS=Escherichia coli (strain K12) OX=83333 GN=rcsC PE=1 SV=1	12	12	1.000	11	1	11	1	11.000	1.000	11	115373.860473	122558.64917100001	121367.79052699999	148034.297485	140024.329591	132807.779783	146051.394166	140004.81799299998	138263.25586	146153.936767	1824.4583890000004	1	12091.222656	12399.493164	10909.655273	12335.111328	12660.394531	11802.150391	14680.674805	13155.220703	12770.125	12640.251953	150.0
1213	1	sp|P0DMC7|RCSB_ECOLI	 	 	 	 	37.0	216	23670	Transcriptional regulatory protein RcsB OS=Escherichia coli (strain K12) OX=83333 GN=rcsB PE=1 SV=1	37	37	1.000	17	20	17	20	17.000	20.000	17	2240394.505371	2255996.780275	2270711.699708	2625594.4135749997	2623083.2714870004	2233071.5773920002	2690818.47461	2598037.161622	2247291.94922	2381737.733399	64118.803955	20	1924183.2548850002	1933467.1199959998	1950664.3607200002	2224373.645265	2256025.1789570004	2066466.2363289997	2299061.8840340003	2227950.8291	1975933.639894	2094598.8298960002	26664.128661999996
