PAW protein_summary_9 results file
written: Sun Apr 21 17:32:22 2019

 	=subtotal(109,B6:B691)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
346.0	1	sp|P25774|CATS_HUMAN	 	8.5	331	37495	Cathepsin S OS=Homo sapiens OX=9606 GN=CTSS PE=1 SV=3	10	10	1.000	5	5	5	5	5.000	5.000	 
347.0	1	sp|P25787|PSA2_HUMAN	 	7.7	234	25898	Proteasome subunit alpha type-2 OS=Homo sapiens OX=9606 GN=PSMA2 PE=1 SV=2	3	3	1.000	3	0	3	0	3.000	0.000	 
348.0	1	sp|P25788|PSA3_HUMAN	 	6.7	255	28433	Proteasome subunit alpha type-3 OS=Homo sapiens OX=9606 GN=PSMA3 PE=1 SV=2	2	2	1.000	2	0	2	0	2.000	0.000	 
349.0	1	sp|P26038|MOES_HUMAN	 	13.3	577	67819	Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3	14	14	1.000	6	8	6	8	6.000	8.000	 
350.0	1	sp|P26572|MGAT1_HUMAN	 	3.6	445	50878	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase OS=Homo sapiens OX=9606 GN=MGAT1 PE=1 SV=2	3	3	1.000	1	2	1	2	1.000	2.000	 
351.0	1	sp|P26927|HGFL_HUMAN	 	23.5	711	80319	Hepatocyte growth factor-like protein OS=Homo sapiens OX=9606 GN=MST1 PE=1 SV=2	31	31	1.000	21	10	21	10	21.000	10.000	 
352.0	1	sp|P26992|CNTFR_HUMAN	 	6.5	372	40633	Ciliary neurotrophic factor receptor subunit alpha OS=Homo sapiens OX=9606 GN=CNTFR PE=1 SV=2	2	2	1.000	2	0	2	0	2.000	0.000	 
353.0	1	sp|P27169|PON1_HUMAN	 	65.1	355	39731	Serum paraoxonase/arylesterase 1 OS=Homo sapiens OX=9606 GN=PON1 PE=1 SV=3	172	150	0.872	87	85	76	74	84.360	83.465	sp|P27169|PON1_HUMAN, sp|Q15166|PON3_HUMAN
354.0	1	sp|P27348|1433T_HUMAN	 	13.1	245	27764	14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1	8	2	0.250	5	3	2	0	3.667	0.000	sp|P27348|1433T_HUMAN, sp|P31947|1433S_HUMAN, sp|P63104|1433Z_HUMAN
355.0	1	sp|P27487|DPP4_HUMAN	 	13.4	766	88278	Dipeptidyl peptidase 4 OS=Homo sapiens OX=9606 GN=DPP4 PE=1 SV=2	27	27	1.000	14	13	14	13	14.000	13.000	 
356.0	1	sp|P27797|CALR_HUMAN	 	25.7	417	48141	Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1	16	16	1.000	10	6	10	6	10.000	6.000	 
357.0	1	sp|P27918|PROP_HUMAN	 	17.7	469	51276	Properdin OS=Homo sapiens OX=9606 GN=CFP PE=1 SV=2	49	49	1.000	27	22	27	22	27.000	22.000	 
358.0	1	sp|P27930|IL1R2_HUMAN	 	4.3	398	45421	Interleukin-1 receptor type 2 OS=Homo sapiens OX=9606 GN=IL1R2 PE=1 SV=1	5	5	1.000	2	3	2	3	2.000	3.000	 
359.0	1	sp|P28072|PSB6_HUMAN	 	7.5	239	25357	Proteasome subunit beta type-6 OS=Homo sapiens OX=9606 GN=PSMB6 PE=1 SV=4	3	3	1.000	2	1	2	1	2.000	1.000	 
360.0	1	sp|P28827|PTPRM_HUMAN	 	2.5	1452	163681	Receptor-type tyrosine-protein phosphatase mu OS=Homo sapiens OX=9606 GN=PTPRM PE=1 SV=2	4	4	1.000	3	1	3	1	3.000	1.000	 
361.0	1	sp|P28906|CD34_HUMAN	 	6.5	385	40716	Hematopoietic progenitor cell antigen CD34 OS=Homo sapiens OX=9606 GN=CD34 PE=1 SV=2	6	6	1.000	2	4	2	4	2.000	4.000	 
362.0	1	sp|P29401|TKT_HUMAN	 	6.1	623	67877	Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3	10	10	1.000	5	5	5	5	5.000	5.000	 
363.0	1	sp|P29508|SPB3_HUMAN	 	15.1	390	44564	Serpin B3 OS=Homo sapiens OX=9606 GN=SERPINB3 PE=1 SV=2	15	14	0.933	9	6	8	6	9.000	6.000	sp|P29508|SPB3_HUMAN, sp|P48594|SPB4_HUMAN
364.0	1	sp|P29622|KAIN_HUMAN	 	60.2	427	48541	Kallistatin OS=Homo sapiens OX=9606 GN=SERPINA4 PE=1 SV=3	118	118	1.000	58	60	58	60	58.000	60.000	 
365.0	1	sp|P30101|PDIA3_HUMAN	 	14.3	505	56782	Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4	8	8	1.000	5	3	5	3	5.000	3.000	 
366.0	1	sp|P31025|LCN1_HUMAN	 	10.2	176	19250	Lipocalin-1 OS=Homo sapiens OX=9606 GN=LCN1 PE=1 SV=1	4	4	1.000	3	1	3	1	3.000	1.000	 
367.0	1	sp|P31146|COR1A_HUMAN	 	7.2	461	51026	Coronin-1A OS=Homo sapiens OX=9606 GN=CORO1A PE=1 SV=4	4	4	1.000	3	1	3	1	3.000	1.000	 
368.0	1	sp|P31151|S10A7_HUMAN	 	22.8	101	11471	Protein S100-A7 OS=Homo sapiens OX=9606 GN=S100A7 PE=1 SV=4	9	9	1.000	5	4	5	4	5.000	4.000	 
369.0	1	sp|P31431|SDC4_HUMAN	 	12.1	198	21641	Syndecan-4 OS=Homo sapiens OX=9606 GN=SDC4 PE=1 SV=2	2	2	1.000	2	0	2	0	2.000	0.000	 
370.0	1	sp|P31944|CASPE_HUMAN	 	30.2	242	27679	Caspase-14 OS=Homo sapiens OX=9606 GN=CASP14 PE=1 SV=2	26	26	1.000	14	12	14	12	14.000	12.000	 
371.0	1	sp|P31947|1433S_HUMAN	 	8.9	248	27774	14-3-3 protein sigma OS=Homo sapiens OX=9606 GN=SFN PE=1 SV=1	6	2	0.333	3	3	1	1	1.667	3.000	sp|P27348|1433T_HUMAN, sp|P31947|1433S_HUMAN
372.0	1	sp|P32004|L1CAM_HUMAN	 	2.1	1257	140001	Neural cell adhesion molecule L1 OS=Homo sapiens OX=9606 GN=L1CAM PE=1 SV=2	3	3	1.000	3	0	3	0	3.000	0.000	 
373.0	1	sp|P32119|PRDX2_HUMAN	 	42.4	198	21892	Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5	28	25	0.893	16	12	14	11	15.167	11.579	sp|P32119|PRDX2_HUMAN, sp|Q06830|PRDX1_HUMAN
374.0	1	sp|P32942|ICAM3_HUMAN	 	4.6	547	59540	Intercellular adhesion molecule 3 OS=Homo sapiens OX=9606 GN=ICAM3 PE=1 SV=2	3	3	1.000	3	0	3	0	3.000	0.000	 
375.0	1	sp|P33151|CADH5_HUMAN	 	15.2	784	87527	Cadherin-5 OS=Homo sapiens OX=9606 GN=CDH5 PE=1 SV=5	59	59	1.000	29	30	29	30	29.000	30.000	 
376.0	1	sp|P33908|MA1A1_HUMAN	 	10.7	653	72968	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA OS=Homo sapiens OX=9606 GN=MAN1A1 PE=1 SV=3	20	20	1.000	10	10	10	10	10.000	10.000	 
377.0	1	sp|P34096|RNAS4_HUMAN	 	10.9	147	16840	Ribonuclease 4 OS=Homo sapiens OX=9606 GN=RNASE4 PE=1 SV=3	4	4	1.000	2	2	2	2	2.000	2.000	 
378.0	1	sp|P35442|TSP2_HUMAN	 	2.6	1172	129990	Thrombospondin-2 OS=Homo sapiens OX=9606 GN=THBS2 PE=1 SV=2	6	2	0.333	4	2	1	1	1.035	1.017	sp|P07996|TSP1_HUMAN, sp|P35442|TSP2_HUMAN
379.0	1	sp|P35443|TSP4_HUMAN	 	10.1	961	105868	Thrombospondin-4 OS=Homo sapiens OX=9606 GN=THBS4 PE=1 SV=2	22	10	0.455	16	6	6	4	7.818	4.333	sp|P35443|TSP4_HUMAN, sp|P49747|COMP_HUMAN
380.0	1	sp|P35527|K1C9_HUMAN	 	87.6	623	62064	Keratin, type I cytoskeletal 9 OS=Homo sapiens OX=9606 GN=KRT9 PE=1 SV=3	623	264	0.424	371	252	161	103	361.770	246.135	CONT_074|gi|1070608|pir||KRHU9, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_151|gi|1000379|bbs|168429, CONT_156|gi|1363944|pir||JC4313, CONT_171|gi|1890020|gnl|PID|d1020171, sp|P02533|K1C14_HUMAN, sp|P35527|K1C9_HUMAN
381.0	1	sp|P35542|SAA4_HUMAN	 	47.7	130	14746	Serum amyloid A-4 protein OS=Homo sapiens OX=9606 GN=SAA4 PE=1 SV=2	81	81	1.000	41	40	41	40	41.000	40.000	 
382.0	1	sp|P35555|FBN1_HUMAN	 	1.2	2871	312236	Fibrillin-1 OS=Homo sapiens OX=9606 GN=FBN1 PE=1 SV=3	3	3	1.000	1	2	1	2	1.000	2.000	 
383.0	1	sp|P35579|MYH9_HUMAN	 	4.3	1960	226530	Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4	11	11	1.000	6	5	6	5	6.000	5.000	 
384.0	1	sp|P35590|TIE1_HUMAN	 	3.0	1138	125088	Tyrosine-protein kinase receptor Tie-1 OS=Homo sapiens OX=9606 GN=TIE1 PE=1 SV=1	5	5	1.000	3	2	3	2	3.000	2.000	 
385.0	1	sp|P35858|ALS_HUMAN	 	39.2	605	66034	Insulin-like growth factor-binding protein complex acid labile subunit OS=Homo sapiens OX=9606 GN=IGFALS PE=1 SV=1	80	80	1.000	40	40	40	40	40.000	40.000	 
386.0	1	sp|P35908|K22E_HUMAN	 	78.2	639	65432	Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens OX=9606 GN=KRT2 PE=1 SV=2	753	557	0.740	430	323	309	248	415.023	315.071	CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P13647|K2C5_HUMAN, sp|P35908|K22E_HUMAN, sp|P48668|K2C6C_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
387.0	1	sp|P35916|VGFR3_HUMAN	 	4.4	1363	152756	Vascular endothelial growth factor receptor 3 OS=Homo sapiens OX=9606 GN=FLT4 PE=1 SV=3	9	9	1.000	6	3	6	3	6.000	3.000	 
388.0	1	sp|P36222|CH3L1_HUMAN	 	8.4	383	42625	Chitinase-3-like protein 1 OS=Homo sapiens OX=9606 GN=CHI3L1 PE=1 SV=2	6	6	1.000	3	3	3	3	3.000	3.000	 
389.0	1	sp|P36955|PEDF_HUMAN	 	39.0	418	46312	Pigment epithelium-derived factor OS=Homo sapiens OX=9606 GN=SERPINF1 PE=1 SV=4	147	147	1.000	73	74	73	74	73.000	74.000	 
390.0	1	sp|P36980|FHR2_HUMAN	 	43.0	270	30650	Complement factor H-related protein 2 OS=Homo sapiens OX=9606 GN=CFHR2 PE=1 SV=1	198	58	0.293	103	95	32	26	65.045	67.357	sp|P08603|CFAH_HUMAN, sp|P36980|FHR2_HUMAN, sp|Q03591|FHR1_HUMAN
391.0	1	sp|P37837|TALDO_HUMAN	 	6.2	337	37540	Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=2	3	3	1.000	2	1	2	1	2.000	1.000	 
392.0	1	sp|P38646|GRP75_HUMAN	 	2.4	679	73680	Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2	6	2	0.333	2	4	1	1	1.200	1.500	sp|P11142|HSP7C_HUMAN, sp|P38646|GRP75_HUMAN
393.0	1	sp|P39060|COIA1_HUMAN	 	1.4	1754	178185	Collagen alpha-1(XVIII) chain OS=Homo sapiens OX=9606 GN=COL18A1 PE=1 SV=5	3	3	1.000	3	0	3	0	3.000	0.000	 
394.0	1	sp|P40189|IL6RB_HUMAN	 	1.9	918	103535	Interleukin-6 receptor subunit beta OS=Homo sapiens OX=9606 GN=IL6ST PE=1 SV=2	4	4	1.000	2	2	2	2	2.000	2.000	 
395.0	1	sp|P40197|GPV_HUMAN	 	7.5	560	60958	Platelet glycoprotein V OS=Homo sapiens OX=9606 GN=GP5 PE=1 SV=1	14	14	1.000	6	8	6	8	6.000	8.000	 
396.0	1	sp|P41222|PTGDS_HUMAN	 	28.4	190	21029	Prostaglandin-H2 D-isomerase OS=Homo sapiens OX=9606 GN=PTGDS PE=1 SV=1	12	12	1.000	8	4	8	4	8.000	4.000	 
397.0	1	sp|P41271|NBL1_HUMAN	 	7.7	181	19408	Neuroblastoma suppressor of tumorigenicity 1 OS=Homo sapiens OX=9606 GN=NBL1 PE=1 SV=2	3	3	1.000	2	1	2	1	2.000	1.000	 
398.0	1	sp|P42357|HUTH_HUMAN	 	2.3	657	72697	Histidine ammonia-lyase OS=Homo sapiens OX=9606 GN=HAL PE=1 SV=1	2	2	1.000	2	0	2	0	2.000	0.000	 
399.0	1	sp|P42785|PCP_HUMAN	 	5.2	496	55799	Lysosomal Pro-X carboxypeptidase OS=Homo sapiens OX=9606 GN=PRCP PE=1 SV=1	5	5	1.000	3	2	3	2	3.000	2.000	 
400.0	1	sp|P43121|MUC18_HUMAN	 	14.7	646	71607	Cell surface glycoprotein MUC18 OS=Homo sapiens OX=9606 GN=MCAM PE=1 SV=2	24	24	1.000	11	13	11	13	11.000	13.000	 
401.0	1	sp|P43251|BTD_HUMAN	 	16.2	543	61132	Biotinidase OS=Homo sapiens OX=9606 GN=BTD PE=1 SV=2	37	37	1.000	20	17	20	17	20.000	17.000	 
402.0	1	sp|P43652|AFAM_HUMAN	 	68.1	599	69068	Afamin OS=Homo sapiens OX=9606 GN=AFM PE=1 SV=1	396	396	1.000	202	194	202	194	202.000	194.000	 
403.0	1	sp|P47929|LEG7_HUMAN	 	29.4	136	15075	Galectin-7 OS=Homo sapiens OX=9606 GN=LGALS7B PE=1 SV=2	7	7	1.000	3	4	3	4	3.000	4.000	 
404.0	1	sp|P48637|GSHB_HUMAN	 	5.1	474	52384	Glutathione synthetase OS=Homo sapiens OX=9606 GN=GSS PE=1 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	 
405.0	1	sp|P48668|K2C6C_HUMAN	 	49.1	564	60024	Keratin, type II cytoskeletal 6C OS=Homo sapiens OX=9606 GN=KRT6C PE=1 SV=3	292	0	0.000	168	124	0	0	6.438	0.450	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, CONT_173|gi|1903218|gnl|PID|e255345, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P13647|K2C5_HUMAN, sp|P35908|K22E_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P78385|KRT83_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
406.0	1	sp|P48740|MASP1_HUMAN	 	33.2	699	79246	Mannan-binding lectin serine protease 1 OS=Homo sapiens OX=9606 GN=MASP1 PE=1 SV=3	100	86	0.860	52	48	47	39	48.059	40.738	sp|P09871|C1S_HUMAN, sp|P48740|MASP1_HUMAN
407.0	1	sp|P48960|CD97_HUMAN	 	1.8	835	91868	CD97 antigen OS=Homo sapiens OX=9606 GN=CD97 PE=1 SV=4	5	5	1.000	2	3	2	3	2.000	3.000	 
408.0	1	sp|P49189|AL9A1_HUMAN	 	3.8	494	53801	4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH9A1 PE=1 SV=3	3	3	1.000	2	1	2	1	2.000	1.000	 
409.0	1	sp|P49641|MA2A2_HUMAN	 	1.7	1150	130537	Alpha-mannosidase 2x OS=Homo sapiens OX=9606 GN=MAN2A2 PE=2 SV=3	2	2	1.000	2	0	2	0	2.000	0.000	 
410.0	1	sp|P49747|COMP_HUMAN	 	29.7	757	82860	Cartilage oligomeric matrix protein OS=Homo sapiens OX=9606 GN=COMP PE=1 SV=2	59	47	0.797	37	22	27	20	35.182	21.667	sp|P35443|TSP4_HUMAN, sp|P49747|COMP_HUMAN
411.0	1	sp|P49908|SEPP1_HUMAN	 	15.7	381	43173	Selenoprotein P OS=Homo sapiens OX=9606 GN=SELENOP PE=1 SV=3	63	63	1.000	37	26	37	26	37.000	26.000	 
412.0	1	sp|P49913|CAMP_HUMAN	 	24.1	170	19301	Cathelicidin antimicrobial peptide OS=Homo sapiens OX=9606 GN=CAMP PE=1 SV=1	7	7	1.000	3	4	3	4	3.000	4.000	 
413.0	1	sp|P51884|LUM_HUMAN	 	45.6	338	38429	Lumican OS=Homo sapiens OX=9606 GN=LUM PE=1 SV=2	139	139	1.000	75	64	75	64	75.000	64.000	 
414.0	1	sp|P52209|6PGD_HUMAN	 	4.3	483	53139	6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3	4	4	1.000	3	1	3	1	3.000	1.000	 
415.0	1	sp|P53634|CATC_HUMAN	 	3.0	463	51853	Dipeptidyl peptidase 1 OS=Homo sapiens OX=9606 GN=CTSC PE=1 SV=2	4	4	1.000	2	2	2	2	2.000	2.000	 
416.0	1	sp|P54108|CRIS3_HUMAN	 	21.6	245	27630	Cysteine-rich secretory protein 3 OS=Homo sapiens OX=9606 GN=CRISP3 PE=1 SV=1	12	12	1.000	4	8	4	8	4.000	8.000	 
417.0	1	sp|P54289|CA2D1_HUMAN	 	9.4	1103	124567	Voltage-dependent calcium channel subunit alpha-2/delta-1 OS=Homo sapiens OX=9606 GN=CACNA2D1 PE=1 SV=3	18	18	1.000	9	9	9	9	9.000	9.000	 
418.0	1	sp|P54764|EPHA4_HUMAN	 	1.7	986	109859	Ephrin type-A receptor 4 OS=Homo sapiens OX=9606 GN=EPHA4 PE=1 SV=1	2	2	1.000	2	0	2	0	2.000	0.000	 
419.0	1	sp|P54802|ANAG_HUMAN	 	8.5	743	82265	Alpha-N-acetylglucosaminidase OS=Homo sapiens OX=9606 GN=NAGLU PE=1 SV=2	13	13	1.000	8	5	8	5	8.000	5.000	 
420.0	1	sp|P55056|APOC4_HUMAN	 	22.0	127	14553	Apolipoprotein C-IV OS=Homo sapiens OX=9606 GN=APOC4 PE=1 SV=1	7	7	1.000	2	5	2	5	2.000	5.000	 
421.0	1	sp|P55058|PLTP_HUMAN	 	20.9	493	54739	Phospholipid transfer protein OS=Homo sapiens OX=9606 GN=PLTP PE=1 SV=1	27	27	1.000	15	12	15	12	15.000	12.000	 
422.0	1	sp|P55103|INHBC_HUMAN	 	15.6	352	38237	Inhibin beta C chain OS=Homo sapiens OX=9606 GN=INHBC PE=2 SV=1	6	6	1.000	3	3	3	3	3.000	3.000	 
423.0	1	sp|P55285|CADH6_HUMAN	 	3.0	790	88308	Cadherin-6 OS=Homo sapiens OX=9606 GN=CDH6 PE=1 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	 
424.0	1	sp|P55290|CAD13_HUMAN	 	7.3	713	78286	Cadherin-13 OS=Homo sapiens OX=9606 GN=CDH13 PE=1 SV=1	14	14	1.000	7	7	7	7	7.000	7.000	 
425.0	1	sp|P58107|EPIPL_HUMAN	 	2.2	5088	555651	Epiplakin OS=Homo sapiens OX=9606 GN=EPPK1 PE=1 SV=3	2	2	1.000	2	0	2	0	2.000	0.000	 
425.01	1	sp|Q15149|PLEC_HUMAN	redundant	0.6	4684	531784	Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=3	2	2	1.000	2	0	2	0	2.000	0.000	 
426.0	1	sp|P58335|ANTR2_HUMAN	 	6.5	489	53666	Anthrax toxin receptor 2 OS=Homo sapiens OX=9606 GN=ANTXR2 PE=1 SV=5	10	10	1.000	5	5	5	5	5.000	5.000	 
427.0	1	sp|P60174|TPIS_HUMAN	 	11.2	286	30791	Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=3	5	5	1.000	3	2	3	2	3.000	2.000	 
428.0	1	sp|P60709|ACTB_HUMAN	 	40.0	375	41736	Actin, cytoplasmic 1 OS=Homo sapiens OX=9606 GN=ACTB PE=1 SV=1	71	10	0.141	36	35	3	7	28.500	30.722	sp|A5A3E0|POTEF_HUMAN, sp|P60709|ACTB_HUMAN, sp|P62736|ACTA_HUMAN
428.01	1	sp|P63261|ACTG_HUMAN	redundant	40.0	375	41792	Actin, cytoplasmic 2 OS=Homo sapiens OX=9606 GN=ACTG1 PE=1 SV=1	71	10	0.141	36	35	3	7	28.500	30.722	sp|A5A3E0|POTEF_HUMAN, sp|P60709|ACTB_HUMAN, sp|P62736|ACTA_HUMAN
429.0	1	sp|P61006|RAB8A_HUMAN	 	8.7	207	23668	Ras-related protein Rab-8A OS=Homo sapiens OX=9606 GN=RAB8A PE=1 SV=1	4	2	0.500	2	2	1	1	2.000	1.500	sp|P61006|RAB8A_HUMAN, sp|P61026|RAB10_HUMAN
429.01	1	sp|P62820|RAB1A_HUMAN	redundant	8.8	205	22677	Ras-related protein Rab-1A OS=Homo sapiens OX=9606 GN=RAB1A PE=1 SV=3	4	2	0.500	2	2	1	1	2.000	1.500	sp|P61006|RAB8A_HUMAN, sp|P61026|RAB10_HUMAN
429.02	1	sp|Q92930|RAB8B_HUMAN	redundant	8.7	207	23584	Ras-related protein Rab-8B OS=Homo sapiens OX=9606 GN=RAB8B PE=1 SV=2	4	2	0.500	2	2	1	1	2.000	1.500	sp|P61006|RAB8A_HUMAN, sp|P61026|RAB10_HUMAN
429.03	1	sp|Q9H0U4|RAB1B_HUMAN	redundant	9.0	201	22171	Ras-related protein Rab-1B OS=Homo sapiens OX=9606 GN=RAB1B PE=1 SV=1	4	2	0.500	2	2	1	1	2.000	1.500	sp|P61006|RAB8A_HUMAN, sp|P61026|RAB10_HUMAN
430.0	1	sp|P61026|RAB10_HUMAN	 	11.5	200	22541	Ras-related protein Rab-10 OS=Homo sapiens OX=9606 GN=RAB10 PE=1 SV=1	3	1	0.333	1	2	0	1	0.000	1.500	sp|P61006|RAB8A_HUMAN, sp|P61026|RAB10_HUMAN
431.0	1	sp|P61626|LYSC_HUMAN	 	26.4	148	16537	Lysozyme C OS=Homo sapiens OX=9606 GN=LYZ PE=1 SV=1	9	9	1.000	5	4	5	4	5.000	4.000	 
432.0	1	sp|P61769|B2MG_HUMAN	 	16.8	119	13714	Beta-2-microglobulin OS=Homo sapiens OX=9606 GN=B2M PE=1 SV=1	12	12	1.000	5	7	5	7	5.000	7.000	 
433.0	1	sp|P61916|NPC2_HUMAN	 	17.2	151	16570	NPC intracellular cholesterol transporter 2 OS=Homo sapiens OX=9606 GN=NPC2 PE=1 SV=1	3	3	1.000	3	0	3	0	3.000	0.000	 
434.0	1	sp|P62736|ACTA_HUMAN	 	25.2	377	42009	Actin, aortic smooth muscle OS=Homo sapiens OX=9606 GN=ACTA2 PE=1 SV=1	56	2	0.036	31	25	1	1	8.500	3.889	sp|A5A3E0|POTEF_HUMAN, sp|P60709|ACTB_HUMAN, sp|P62736|ACTA_HUMAN
434.01	1	sp|P63267|ACTH_HUMAN	redundant	25.3	376	41876	Actin, gamma-enteric smooth muscle OS=Homo sapiens OX=9606 GN=ACTG2 PE=1 SV=1	56	2	0.036	31	25	1	1	8.500	3.889	sp|A5A3E0|POTEF_HUMAN, sp|P60709|ACTB_HUMAN, sp|P62736|ACTA_HUMAN
434.02	1	sp|P68032|ACTC_HUMAN	redundant	25.2	377	42019	Actin, alpha cardiac muscle 1 OS=Homo sapiens OX=9606 GN=ACTC1 PE=1 SV=1	56	2	0.036	31	25	1	1	8.500	3.889	sp|A5A3E0|POTEF_HUMAN, sp|P60709|ACTB_HUMAN, sp|P62736|ACTA_HUMAN
434.03	1	sp|P68133|ACTS_HUMAN	redundant	25.2	377	42051	Actin, alpha skeletal muscle OS=Homo sapiens OX=9606 GN=ACTA1 PE=1 SV=1	56	2	0.036	31	25	1	1	8.500	3.889	sp|A5A3E0|POTEF_HUMAN, sp|P60709|ACTB_HUMAN, sp|P62736|ACTA_HUMAN
435.0	1	sp|P62937|PPIA_HUMAN	 	26.7	165	18012	Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2	12	12	1.000	7	5	7	5	7.000	5.000	 
436.0	1	sp|P63104|1433Z_HUMAN	 	17.6	245	27745	14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1	10	8	0.800	5	5	4	4	4.667	5.000	sp|P27348|1433T_HUMAN, sp|P63104|1433Z_HUMAN
437.0	1	sp|P67936|TPM4_HUMAN	 	16.1	248	28521	Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=3	4	1	0.250	2	2	0	1	0.000	2.000	sp|P06753|TPM3_HUMAN, sp|P67936|TPM4_HUMAN
438.0	1	sp|P68104|EF1A1_HUMAN	 	10.0	462	50140	Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1	9	9	1.000	5	4	5	4	5.000	4.000	 
438.01	1	sp|Q5VTE0|EF1A3_HUMAN	redundant	10.0	462	50184	Putative elongation factor 1-alpha-like 3 OS=Homo sapiens OX=9606 GN=EEF1A1P5 PE=5 SV=1	9	9	1.000	5	4	5	4	5.000	4.000	 
439.0	1	sp|P68431|H31_HUMAN	 	11.8	136	15404	Histone H3.1 OS=Homo sapiens OX=9606 GN=HIST1H3J PE=1 SV=2	7	1	0.143	4	3	1	0	1.750	0.000	sp|P68431|H31_HUMAN, sp|P84243|H33_HUMAN
439.01	1	sp|Q16695|H31T_HUMAN	redundant	11.8	136	15508	Histone H3.1t OS=Homo sapiens OX=9606 GN=HIST3H3 PE=1 SV=3	7	1	0.143	4	3	1	0	1.750	0.000	sp|P68431|H31_HUMAN, sp|P84243|H33_HUMAN
