New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Sun Apr 28 10:10:54 2019
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_TMT1	Total_TMT2	Unique_TMT1	Unique_TMT2	Corrected_TMT1	Corrected_TMT2	PSMs_Used_TMT1	TotInt_126C_TMT1	TotInt_127N_TMT1	TotInt_127C_TMT1	TotInt_128N_TMT1	TotInt_128C_TMT1	TotInt_129N_TMT1	TotInt_129C_TMT1	TotInt_130N_TMT1	TotInt_130C_TMT1	TotInt_131N_TMT1	TotInt_131C_TMT1	PSMs_Used_TMT2	TotInt_126C_TMT2	TotInt_127N_TMT2	TotInt_127C_TMT2	TotInt_128N_TMT2	TotInt_128C_TMT2	TotInt_129N_TMT2	TotInt_129C_TMT2	TotInt_130N_TMT2	TotInt_130C_TMT2	TotInt_131N_TMT2	TotInt_131C_TMT2
341	1	sp|P23528|COF1_HUMAN	 	 	 	 	11.4	166	18502	Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3	3	3	1.000	2	1	2	1	2.000	1.000	2	41054.984375	9493.313233	4650.2744139999995	18827.374511	6133.583862000001	21284.15625	33817.53125	14061.02002	11683.566894	12939.186034999999	150.0	1	2717.710693	2800.330566	4469.887207	3994.4045409999994	4421.01416	4850.138672	5229.526855	4256.645996	1870.944336	21987.142578	150.0
342	1	sp|P24043|LAMA2_HUMAN	 	 	 	 	1.8	3122	343902	Laminin subunit alpha-2 OS=Homo sapiens OX=9606 GN=LAMA2 PE=1 SV=4	8	8	1.000	7	1	7	1	7.000	1.000	7	165463.19336	133034.641113	22160.981201000002	136742.791505	62007.524902	121609.40527199999	155928.96289	148453.77685599998	148043.70410200002	128547.437012	4367.749695	1	4363.828125	4800.378418	4342.723145	5964.658691	4944.688965	4646.054199	6952.930664	4381.196777	3359.406494	5611.320801	150.0
343	1	sp|P24593|IBP5_HUMAN	 	 	 	 	8.8	272	30570	Insulin-like growth factor-binding protein 5 OS=Homo sapiens OX=9606 GN=IGFBP5 PE=1 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	2	23492.690430000002	23289.144532	2115.767822	28571.673829	7680.628418	27506.548828	36680.161133	17613.722168	28926.604492	32172.242187	922.1499630000001	1	20521.160156	30105.132812	16136.404297	26155.900391	24351.621094	24296.921875	38827.269531	18725.115234	23730.857422	27372.824219	150.0
344	1	sp|P24821|TENA_HUMAN	 	 	 	 	5.6	2201	240851	Tenascin OS=Homo sapiens OX=9606 GN=TNC PE=1 SV=3	20	20	1.000	13	7	13	7	13.000	7.000	13	234532.713381	132023.861327	26222.963773000003	124987.033079	72077.47509800001	156428.04175000003	209139.81201100003	189301.23950200004	176611.48498500002	171251.172852	5228.377167	7	42003.789915999994	86225.08398299999	74832.482178	79478.28173799999	76693.08691499999	99519.65136699998	152996.565918	110614.884766	66215.777467	109294.40551899999	199.098709
345	1	sp|P25311|ZA2G_HUMAN	 	 	 	 	60.7	298	34258	Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2	430	430	1.000	232	198	232	198	232.000	198.000	232	109869725.93726005	70491204.61023402	10724284.93068	102872838.48199399	32187213.766906008	76710163.33384296	114601662.78576697	93433899.78503099	87470465.17550498	123771261.26437494	2433345.1462409995	198	20463925.783662017	18048945.370333005	21855547.235171985	22055528.356565997	16085994.597870002	23734479.980039023	32762121.874362994	29139981.170190006	15302578.504761	36796291.09631399	230830.862457
346	1	sp|P25774|CATS_HUMAN	 	 	 	 	8.5	331	37495	Cathepsin S OS=Homo sapiens OX=9606 GN=CTSS PE=1 SV=3	10	10	1.000	5	5	5	5	5.000	5.000	5	238898.83300800002	268970.34619199997	25903.471433999995	253618.442383	165548.59399400002	237422.470215	396952.353027	242133.186523	357692.217773	376664.477051	11119.573486000001	5	145528.79003899998	175305.27941800002	181690.683472	162077.828125	143781.34985300002	165980.55713	137508.34433	95143.68762199998	116115.48376499998	243855.911743	150.0
347	1	sp|P25787|PSA2_HUMAN	 	 	 	 	7.7	234	25898	Proteasome subunit alpha type-2 OS=Homo sapiens OX=9606 GN=PSMA2 PE=1 SV=2	3	3	1.000	3	0	3	0	3.000	0.000	3	72749.42505	46281.445800999994	15736.516937	94918.2417	27348.767151	59953.461182	80018.05541999999	76839.275391	61293.095703	58746.592774000004	1785.656128	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
348	1	sp|P25788|PSA3_HUMAN	 	 	 	 	6.7	255	28433	Proteasome subunit alpha type-3 OS=Homo sapiens OX=9606 GN=PSMA3 PE=1 SV=2	2	2	1.000	2	0	2	0	2.000	0.000	2	119295.821777	106849.446534	29454.483093000003	253303.157227	52000.35968	135217.62597700002	174168.618164	185556.324707	128531.61181700001	114866.37353600001	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
349	1	sp|P26038|MOES_HUMAN	 	 	 	 	13.3	577	67819	Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3	14	14	1.000	6	8	6	8	6.000	8.000	6	265907.363281	142901.432129	30306.093201000003	173942.72412099998	80567.86816499999	204734.55956999998	270498.971679	149199.444336	239089.165039	190415.435548	9671.114502	8	64258.738893	93554.959473	70834.579833	100348.695313	118666.375732	142561.236573	115854.448486	93750.165771	62687.886964000005	220623.343261	150.0
350	1	sp|P26572|MGAT1_HUMAN	 	 	 	 	3.6	445	50878	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase OS=Homo sapiens OX=9606 GN=MGAT1 PE=1 SV=2	3	3	1.000	1	2	1	2	1.000	2.000	1	23257.650391	10967.009766	2671.630371	11177.623047	6769.811523	9138.907227	21099.162109	12769.615234	13370.120117	13932.777344	150.0	2	5704.318359999999	6794.0119620000005	6261.713135	11371.994384999998	8631.601807	11216.849609	9694.246582	8622.642578	10626.289062	18897.258789	150.0
351	1	sp|P26927|HGFL_HUMAN	 	 	 	 	23.5	711	80319	Hepatocyte growth factor-like protein OS=Homo sapiens OX=9606 GN=MST1 PE=1 SV=2	31	31	1.000	21	10	21	10	21.000	10.000	21	760537.7119140001	607963.782443	78072.650237	1068019.337219	334469.35223400005	595143.397948	763323.9180920001	1032511.7105719999	661258.5496799999	1031021.044921	9078.009338	10	210815.90381000002	143827.743652	115947.95514	134083.121948	130496.064088	120196.05419899999	236883.04995599997	76471.531921	91446.58904800001	101139.00134100002	370.374542
352	1	sp|P26992|CNTFR_HUMAN	 	 	 	 	6.5	372	40633	Ciliary neurotrophic factor receptor subunit alpha OS=Homo sapiens OX=9606 GN=CNTFR PE=1 SV=2	2	2	1.000	2	0	2	0	2.000	0.000	2	62096.679688000004	37090.585936999996	6871.464844	52589.160156	18937.14209	57321.279297	65141.539063000004	80950.964844	61826.820313	79490.417968	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
353	1	sp|P27169|PON1_HUMAN	 	 	sp|P27169|PON1_HUMAN, sp|Q15166|PON3_HUMAN	 	65.1	355	39731	Serum paraoxonase/arylesterase 1 OS=Homo sapiens OX=9606 GN=PON1 PE=1 SV=3	172	150	0.872	87	85	76	74	84.360	83.465	76	5140335.832765001	7364872.841767003	313291.32241600007	4755277.244873	1604747.014771	6536779.046511999	5864458.803225001	5608147.521910999	3195415.7841459992	6465370.516719998	39357.464233000006	74	2671731.5728099993	2239457.2401730004	1842901.7617769993	1978605.034332999	2002954.2063620002	2061971.481232	4568745.2265019985	2726045.0907589993	1540288.5795599998	2063631.1028480004	3084.239304
354	1	sp|P27348|1433T_HUMAN	 	 	sp|P27348|1433T_HUMAN, sp|P31947|1433S_HUMAN, sp|P63104|1433Z_HUMAN	 	13.1	245	27764	14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1	8	2	0.250	5	3	2	0	3.667	0.000	2	17821.923828	15908.315428999998	1574.259765	19087.367675999998	8664.602051	19461.323731	19227.495606	16463.931151999997	11103.791992	13117.9375	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
355	1	sp|P27487|DPP4_HUMAN	 	 	 	 	13.4	766	88278	Dipeptidyl peptidase 4 OS=Homo sapiens OX=9606 GN=DPP4 PE=1 SV=2	27	27	1.000	14	13	14	13	14.000	13.000	14	516969.545287	425714.77856400004	53589.050431	384850.29834300006	234084.80505300002	411488.65954699996	665143.44214	418079.03454499994	462264.538087	561754.1552730001	8261.987183000001	13	96436.271483	85762.01458599999	85415.54955699999	111204.723266	98101.25586	92789.031862	82033.11755000001	109232.970092	41268.437012999995	114453.764161	150.0
356	1	sp|P27797|CALR_HUMAN	 	 	 	 	25.7	417	48141	Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1	16	16	1.000	10	6	10	6	10.000	6.000	10	429739.291749	268328.339722	47656.071198000005	381088.95019500004	146735.247192	485233.106445	459461.379149	397942.570068	334235.458251	350514.1767569999	7338.259155	6	46578.772949	46080.041992	57116.020508	55091.202393	45404.937562	54027.374511999995	63744.451661	51214.915405	34423.045166	158232.010742	1145.1092529999999
357	1	sp|P27918|PROP_HUMAN	 	 	 	 	17.7	469	51276	Properdin OS=Homo sapiens OX=9606 GN=CFP PE=1 SV=2	49	49	1.000	27	22	27	22	27.000	22.000	27	786070.7152079999	983024.7891869998	35466.768950000005	1588314.034789	641998.256168	748800.559602	1594696.093015	1480898.2040399997	1575450.11145	1539700.812134	12745.658996	22	206021.26965200002	138598.47937	196562.47656500005	133195.389588	116542.21454100001	128573.837768	184411.044861	73626.37170300001	79801.08764599999	147537.947387	1275.4105220000001
358	1	sp|P27930|IL1R2_HUMAN	 	 	 	 	4.3	398	45421	Interleukin-1 receptor type 2 OS=Homo sapiens OX=9606 GN=IL1R2 PE=1 SV=1	5	5	1.000	2	3	2	3	2.000	3.000	2	46366.152343	39318.13720700001	8443.451355000001	41797.345215	21365.942872	53270.573731000004	60023.956055	50541.960937	55028.850096999995	45458.947266	1498.813599	3	13647.014893000001	17282.138183	14036.307862	18129.060791999997	15943.882812999998	18478.265136	23157.444336	22442.571777	10789.922486	12561.557617	150.0
359	1	sp|P28072|PSB6_HUMAN	 	 	 	 	7.5	239	25357	Proteasome subunit beta type-6 OS=Homo sapiens OX=9606 GN=PSMB6 PE=1 SV=4	3	3	1.000	2	1	2	1	2.000	1.000	2	65728.779297	42895.544922	4729.854737	92891.945313	27563.86621	55596.669922	69713.634766	75180.208984	43137.800782	48218.59961	2202.957275	1	2472.236816	2218.296143	2549.995361	3733.8093259999996	2582.513184	3339.578857	5256.995117	3274.579834	3822.306885	4147.152832	150.0
360	1	sp|P28827|PTPRM_HUMAN	 	 	 	 	2.5	1452	163681	Receptor-type tyrosine-protein phosphatase mu OS=Homo sapiens OX=9606 GN=PTPRM PE=1 SV=2	4	4	1.000	3	1	3	1	3.000	1.000	3	16001.307861000001	13384.456177000002	1445.7469780000001	14050.55542	7038.4555660000005	15216.264281999998	26503.308594000002	13680.499023	14786.707764	17016.61621	150.0	1	778.053711	2136.846191	2344.0859379999997	2400.429932	1934.856934	2784.299805	1896.697632	2653.203857	1385.204712	2568.136475	150.0
361	1	sp|P28906|CD34_HUMAN	 	 	 	 	6.5	385	40716	Hematopoietic progenitor cell antigen CD34 OS=Homo sapiens OX=9606 GN=CD34 PE=1 SV=2	6	6	1.000	2	4	2	4	2.000	4.000	2	20740.825196	18784.549317	1553.333649	23656.494141	8596.051025	21921.367187999997	20366.051269	25119.903320999998	18261.730957	17362.977783	302.675903	4	37434.384765999996	31898.508301	31012.964843999995	36880.77539	33193.788574	37207.689942	62669.286133	34768.737304	29411.421387	54240.19043	150.0
362	1	sp|P29401|TKT_HUMAN	 	 	 	 	6.1	623	67877	Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3	10	10	1.000	5	5	5	5	5.000	5.000	5	249989.56933700002	206289.13086	31302.450684	357020.957031	96602.799805	254458.753906	294537.515626	270100.756836	214851.986328	213780.177734	595.924561	5	52704.454103000004	72677.116456	69465.537597	95443.576172	66194.135742	110786.73584000001	114709.81884699999	75517.937255	52760.44702199999	111501.38965	4225.876953
363	1	sp|P29508|SPB3_HUMAN	 	 	 	 	15.1	390	44564	Serpin B3 OS=Homo sapiens OX=9606 GN=SERPINB3 PE=1 SV=2	15	14	0.933	9	6	8	6	9.000	6.000	8	117627.35778800001	117572.294679	29920.167907	540975.6579580001	67650.023621	133770.142088	137326.71264699998	344262.16674799996	107005.424561	107145.08447199999	2985.35083	6	10941.907165999999	13351.249511	16446.574828999997	19983.415528	13746.08258	14776.846191	29117.125122	14753.155151	15319.606781000002	16561.691894	150.0
364	1	sp|P29622|KAIN_HUMAN	 	 	 	 	60.2	427	48541	Kallistatin OS=Homo sapiens OX=9606 GN=SERPINA4 PE=1 SV=3	118	118	1.000	58	60	58	60	58.000	60.000	58	16091015.096497	17277879.276641	1202623.0691369995	12470884.521637	5011511.063201001	13291690.747529	20538890.461062	6948618.047638002	10757484.108003	17460935.19983	261650.463334	60	3178363.206538999	4150470.178527999	2212016.9101589993	5411538.833678001	4138515.197842002	4684032.359859997	5397031.273864001	3928422.214231998	2120716.256237	4456090.573977	2585.793945
365	1	sp|P30101|PDIA3_HUMAN	 	 	 	 	14.3	505	56782	Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4	8	8	1.000	5	3	5	3	5.000	3.000	5	80484.884766	56300.60668899999	9675.357971	55158.53125099999	23252.979004	72784.869139	80273.044922	60311.2417	61787.235352	70568.822267	1666.0740970000002	3	45240.944336	45824.200928	46307.019532	48367.200195	49678.347167	53148.257813000004	70066.952149	50972.611573	34722.711793	168873.07617200003	150.0
366	1	sp|P31025|LCN1_HUMAN	 	 	 	 	10.2	176	19250	Lipocalin-1 OS=Homo sapiens OX=9606 GN=LCN1 PE=1 SV=1	4	4	1.000	3	1	3	1	3.000	1.000	3	53802.478028000005	45287.513183999996	14743.659301	85297.691895	39441.364258	52531.182007	52875.338135	62150.385497	44207.200317	56721.268799	150.0	1	1350.373901	2057.793213	1979.957153	1655.440674	1461.3323970000001	1995.8928219999998	1576.453735	2094.1877440000003	884.5720210000001	1730.258911	150.0
367	1	sp|P31146|COR1A_HUMAN	 	 	 	 	7.2	461	51026	Coronin-1A OS=Homo sapiens OX=9606 GN=CORO1A PE=1 SV=4	4	4	1.000	3	1	3	1	3.000	1.000	3	183840.437501	133916.49463000003	29712.129518	169569.038086	71026.55029300001	310419.78222600004	336613.730469	165169.50293	185698.40625	165638.837891	2108.512573	1	5629.804688	5606.244140999999	6955.564941	6309.375488000001	6575.205078	10348.495117	12627.613281	4749.981934	4753.578613000001	45170.074219	150.0
368	1	sp|P31151|S10A7_HUMAN	 	 	 	 	22.8	101	11471	Protein S100-A7 OS=Homo sapiens OX=9606 GN=S100A7 PE=1 SV=4	9	9	1.000	5	4	5	4	5.000	4.000	5	9706.77246	8008.010497000001	673.157364	13078.88623	3194.70636	7748.302002	10483.004515999999	10940.10901	5034.17102	5959.2634880000005	150.0	4	1675.8050529999998	6142.858520999999	5181.024109	5625.460571	5028.5707999999995	4386.087921	7308.948974	5723.0717779999995	4506.991211	5348.484466000001	150.0
369	1	sp|P31431|SDC4_HUMAN	 	 	 	 	12.1	198	21641	Syndecan-4 OS=Homo sapiens OX=9606 GN=SDC4 PE=1 SV=2	2	2	1.000	2	0	2	0	2.000	0.000	2	23921.435058	17246.503905999998	3271.632263	20102.771240000002	11298.703613999998	28536.020507	29117.45166	30671.413086	21167.602051	28604.492187000003	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
370	1	sp|P31944|CASPE_HUMAN	 	 	 	 	30.2	242	27679	Caspase-14 OS=Homo sapiens OX=9606 GN=CASP14 PE=1 SV=2	26	26	1.000	14	12	14	12	14.000	12.000	14	402687.627318	859813.9569090001	62166.269532000006	1087116.1320810001	282342.44073599996	487278.38617000007	583365.877686	795913.619384	353999.172122	471136.467348	15379.014893	12	213660.96496700004	194457.480224	209983.64550800002	337837.100343	189393.057616	204823.30358900002	328620.95214800007	204902.262941	200712.402589	228388.99853700004	8457.203614
371	1	sp|P31947|1433S_HUMAN	 	 	sp|P27348|1433T_HUMAN, sp|P31947|1433S_HUMAN	 	8.9	248	27774	14-3-3 protein sigma OS=Homo sapiens OX=9606 GN=SFN PE=1 SV=1	6	2	0.333	3	3	1	1	1.667	3.000	1	58580.27734400001	57995.242188	12224.586914	109876.421875	63236.15625	106165.304688	39142.3125	76374.734375	56676.601562	53768.59375	150.0	1	5267.36084	5535.53418	7574.765625	7964.373047	7913.393066	4233.306152	14385.266602000002	11384.863281	6922.267578	9561.291992	150.0
372	1	sp|P32004|L1CAM_HUMAN	 	 	 	 	2.1	1257	140001	Neural cell adhesion molecule L1 OS=Homo sapiens OX=9606 GN=L1CAM PE=1 SV=2	3	3	1.000	3	0	3	0	3.000	0.000	3	225635.451661	180461.733887	19913.855712	152242.263672	45755.76147500001	128678.54004	238377.60400300001	158851.484864	147705.174317	232381.242676	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
373	1	sp|P32119|PRDX2_HUMAN	 	 	sp|P32119|PRDX2_HUMAN, sp|Q06830|PRDX1_HUMAN	 	42.4	198	21892	Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5	28	25	0.893	16	12	14	11	15.167	11.579	14	464358.225341	262824.09194899997	76898.39785799998	1016094.1790779999	180328.14109800008	424438.58984599984	669794.3780530001	776192.9857170002	478347.01861699997	538546.859679	38074.266295999994	11	50383.046875	32028.370056	38028.312318	81452.697999	38605.306792999996	168243.51196200002	118383.244506	72211.43039099999	86419.17480500002	125270.757689	1312.481262
374	1	sp|P32942|ICAM3_HUMAN	 	 	 	 	4.6	547	59540	Intercellular adhesion molecule 3 OS=Homo sapiens OX=9606 GN=ICAM3 PE=1 SV=2	3	3	1.000	3	0	3	0	3.000	0.000	3	154235.908203	136942.26269499998	20716.129882	217371.8125	94715.05712900001	161091.53808600002	178869.705078	184358.478516	219138.095703	163427.07519600002	12132.05957	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
375	1	sp|P33151|CADH5_HUMAN	 	 	 	 	15.2	784	87527	Cadherin-5 OS=Homo sapiens OX=9606 GN=CDH5 PE=1 SV=5	59	59	1.000	29	30	29	30	29.000	30.000	29	2058759.2805200005	1944822.280396	178836.86737	2052008.5235579996	895507.0930499999	2097600.7747199996	2539661.9926749994	2517932.171329	2582702.815613	2210983.4551399993	61942.883301	30	497615.8606569999	479460.48376499995	542074.7821989999	572641.02014	481982.9151309999	671694.816771	849234.4902350003	544153.4773250001	425146.63180699997	755073.5009759999	7295.34491
376	1	sp|P33908|MA1A1_HUMAN	 	 	 	 	10.7	653	72968	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA OS=Homo sapiens OX=9606 GN=MAN1A1 PE=1 SV=3	20	20	1.000	10	10	10	10	10.000	10.000	10	1083942.6303710002	578508.886718	100744.221313	847695.7592770001	354034.397339	707449.036621	1055786.0058610002	653642.6982410001	820612.249023	764210.2094729999	5784.464355	10	176139.49157800002	291838.628175	172628.39599600004	246489.86499	349831.618653	319760.32592900004	439133.987547	295408.552002	124830.34405700001	448467.272461	395.58151200000003
377	1	sp|P34096|RNAS4_HUMAN	 	 	 	 	10.9	147	16840	Ribonuclease 4 OS=Homo sapiens OX=9606 GN=RNASE4 PE=1 SV=3	4	4	1.000	2	2	2	2	2.000	2.000	2	41750.817383	28791.354492000002	12105.080505	59763.253906	22386.794433	38138.705078	49701.387695	59031.09668	45155.517578	40984.339843999995	150.0	2	33401.452148	20217.515380999997	23318.145996	23631.252442	23270.14209	21815.325683	35333.416993	16103.314697000002	15046.760742	31420.34668	150.0
378	1	sp|P35442|TSP2_HUMAN	 	 	sp|P07996|TSP1_HUMAN, sp|P35442|TSP2_HUMAN	 	2.6	1172	129990	Thrombospondin-2 OS=Homo sapiens OX=9606 GN=THBS2 PE=1 SV=2	6	2	0.333	4	2	1	1	1.035	1.017	1	33999.753906	33043.921875	4701.459961	29537.632812	17015.234375	30968.759766000003	34837.8125	30444.005858999997	43007.425781	29967.789062	1788.490845	1	5121.296386999999	6779.374512	8951.020508	8874.25	6666.804199	8895.269531	7634.328125	7643.212890999999	4563.117676	10745.232422	150.0
379	1	sp|P35443|TSP4_HUMAN	 	 	sp|P35443|TSP4_HUMAN, sp|P49747|COMP_HUMAN	 	10.1	961	105868	Thrombospondin-4 OS=Homo sapiens OX=9606 GN=THBS4 PE=1 SV=2	22	10	0.455	16	6	6	4	7.818	4.333	6	62889.45996099999	47510.011719	10111.744139999999	126812.45874	29984.029847	92334.94689900002	98162.94213900002	84308.58605900001	92074.27148499999	79463.17480400001	2216.1672360000002	4	32478.318848	37763.062012	44540.445801	52286.24462899999	33457.118653	41756.910156	41932.174805	32372.069825000002	29984.311278999998	39854.186523000004	150.0
381	1	sp|P35542|SAA4_HUMAN	 	 	 	 	47.7	130	14746	Serum amyloid A-4 protein OS=Homo sapiens OX=9606 GN=SAA4 PE=1 SV=2	81	81	1.000	41	40	41	40	41.000	40.000	41	36695268.284668	13084958.470276	3216691.169525	17881139.787352	3920534.1216420005	11283938.561035998	31565991.844117	5719329.836427	13535878.93573	12203706.041565003	17025.131409999998	40	861989.710175	2255938.543701	1062098.4990239996	1176608.9469609996	3540737.923891	3035240.893067	2873706.216738	1268204.2322979998	702391.5966940001	2087526.1633879996	58720.343628
382	1	sp|P35555|FBN1_HUMAN	 	 	 	 	1.2	2871	312236	Fibrillin-1 OS=Homo sapiens OX=9606 GN=FBN1 PE=1 SV=3	3	3	1.000	1	2	1	2	1.000	2.000	1	8881.751953	6244.448242	1032.894043	11409.698242	3927.451904	8479.029297	10126.088867	10603.279297	9249.774414	9703.352539	150.0	2	18517.003417	19734.723632	20842.866699000002	20552.410645	19893.300293	22825.382811999996	21248.980469000002	35828.964356000004	17987.252442	28235.146484999997	150.0
383	1	sp|P35579|MYH9_HUMAN	 	 	 	 	4.3	1960	226530	Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4	11	11	1.000	6	5	6	5	6.000	5.000	6	86828.785644	65605.356446	8093.996216	84146.487305	32586.900391	102644.42675799999	107192.480469	82761.652833	95404.853515	70294.345215	1407.867553	5	191658.624511	154238.75000000003	167035.63330100002	254117.81249900002	248855.65918000002	223055.761719	359350.472657	193935.124023	161783.91308600002	460425.76953100006	1887.9116210000002
384	1	sp|P35590|TIE1_HUMAN	 	 	 	 	3.0	1138	125088	Tyrosine-protein kinase receptor Tie-1 OS=Homo sapiens OX=9606 GN=TIE1 PE=1 SV=1	5	5	1.000	3	2	3	2	3.000	2.000	3	354312.250977	368895.68554700003	51648.302123999994	281642.553711	151723.31103500002	334507.336914	423685.350586	317317.074219	366748.31542999996	321582.688477	5719.317871	2	8245.907227	11095.927734	10043.238281	10119.037109	9084.259766	10195.44043	11878.834961	9953.119141	5972.682617	12741.205078	150.0
385	1	sp|P35858|ALS_HUMAN	 	 	 	 	39.2	605	66034	Insulin-like growth factor-binding protein complex acid labile subunit OS=Homo sapiens OX=9606 GN=IGFALS PE=1 SV=1	80	80	1.000	40	40	40	40	40.000	40.000	40	6146994.023925	7113450.633483999	483819.89895500004	5460215.259395	2114808.2963239998	6568632.7978529995	6824012.004396	2598453.327485	5240559.540862999	6411281.346282001	33925.574753	40	1735751.2368479997	1578926.6458440002	1540759.590882	2334282.854796	1930011.014863	1970614.659423	2329348.437654	2014583.4307269999	1598491.70703	1917530.791748	1072.828567
386	1	sp|P35908|K22E_HUMAN	 	 	CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P13647|K2C5_HUMAN, sp|P35908|K22E_HUMAN, sp|P48668|K2C6C_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN	 	78.2	639	65432	Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens OX=9606 GN=KRT2 PE=1 SV=2	753	557	0.740	430	323	309	248	377.028	291.945	309	27289236.417913992	23468646.304993	4250101.1802590005	183865757.16958496	13795417.805218996	58043364.91717498	33496778.965331994	152508667.64928898	24027554.504943997	43697395.36718801	275550.249969	248	7697638.211876999	5096439.067904998	7247097.982549998	16595480.443297002	7797592.686037002	5713360.901126001	23074684.881840006	7777319.868704999	7674501.331028006	10865733.78173899	74647.544326
